time,ENV.pressure,ENV.temperature,PHOT.O2_1,PHOT.O3_1,PHOT.O3_2
0,6152.049805,206.6374207,2.42E-17,6.61E-09,1.15E-05
150,6152.049805,206.6374207,2.30E-18,3.93E-09,2.04E-07
300,6152.049805,206.6374207,1.20E-18,2.16E-09,1.11E-07
450,6152.049805,206.6374207,6.03E-19,1.13E-09,5.80E-08
600,6152.049805,206.6374207,2.70E-19,5.48E-10,2.84E-08
750,6152.049805,206.6374207,1.09E-19,2.45E-10,1.37E-08
900,6152.049805,206.6374207,4.00E-20,9.96E-11,6.19E-09
1050,6152.049805,206.6374207,1.38E-20,3.71E-11,2.60E-09
1200,6152.049805,206.6374207,5.11E-21,1.22E-11,1.03E-09
1350,6152.049805,206.6374207,2.33E-21,3.79E-12,3.42E-10
1500,6152.049805,206.6374207,1.18E-21,1.27E-12,1.12E-10
1650,6152.049805,206.6374207,5.65E-22,5.19E-13,3.37E-11
1800,6152.049805,206.6374207,1.90E-22,2.29E-13,8.65E-12
1950,6152.049805,206.6374207,2.65E-23,8.82E-14,2.50E-12
2100,6152.049805,206.6374207,1.63E-25,2.00E-14,7.50E-13
2250,6152.049805,206.6374207,4.18E-34,2.42E-15,2.66E-13
2400,6152.049805,206.6374207,1.59E-66,1.66E-16,7.13E-14
2550,6152.049805,206.6374207,0.00E+00,7.20E-19,1.35E-14
2700,6152.049805,206.6374207,0,1.06E-33,5.11E-23
2850,6152.049805,206.6374207,0,0,0
3000,6152.049805,206.6374207,0,0,0
3150,6152.049805,206.6374207,0,0,0
3300,6152.049805,206.6374207,0,0,0
3450,6152.049805,206.6374207,0,0,0
3600,6152.049805,206.6374207,0,0,0
3750,6152.049805,206.6374207,0,0,0
3900,6152.049805,206.6374207,0,0,0
4050,6152.049805,206.6374207,0,0,0
4200,6152.049805,206.6374207,0,0,0
4350,6152.049805,206.6374207,0,0,0
4500,6152.049805,206.6374207,0,0,0
4650,6152.049805,206.6374207,0,0,0
4800,6152.049805,206.6374207,0,0,0
4950,6152.049805,206.6374207,0,0,0
5100,6152.049805,206.6374207,0,0,0
5250,6152.049805,206.6374207,0,0,0
5400,6152.049805,206.6374207,0,0,0
5550,6152.049805,206.6374207,0,0,0
5700,6152.049805,206.6374207,0,0,0
5850,6152.049805,206.6374207,0,0,0
6000,6152.049805,206.6374207,0,0,0
6150,6152.049805,206.6374207,0,0,0
6300,6152.049805,206.6374207,0,0,0
6450,6152.049805,206.6374207,0,0,0
6600,6152.049805,206.6374207,0,0,0
6750,6152.049805,206.6374207,0,0,0
6900,6152.049805,206.6374207,0,0,0
7050,6152.049805,206.6374207,0,0,0
7200,6152.049805,206.6374207,0,0,0
7350,6152.049805,206.6374207,0,0,0
7500,6152.049805,206.6374207,0,0,0
7650,6152.049805,206.6374207,0,0,0
7800,6152.049805,206.6374207,0,0,0
7950,6152.049805,206.6374207,0,0,0
8100,6152.049805,206.6374207,0,0,0
8250,6152.049805,206.6374207,0,0,0
8400,6152.049805,206.6374207,0,0,0
8550,6152.049805,206.6374207,0,0,0
8700,6152.049805,206.6374207,0,0,0
8850,6152.049805,206.6374207,0,0,0
9000,6152.049805,206.6374207,0,0,0
9150,6152.049805,206.6374207,0,0,0
9300,6152.049805,206.6374207,0,0,0
9450,6152.049805,206.6374207,0,0,0
9600,6152.049805,206.6374207,0,0,0
9750,6152.049805,206.6374207,0,0,0
9900,6152.049805,206.6374207,0,0,0
10050,6152.049805,206.6374207,0,0,0
10200,6152.049805,206.6374207,0,0,0
10350,6152.049805,206.6374207,0,0,0
10500,6152.049805,206.6374207,0,0,0
10650,6152.049805,206.6374207,0,0,0
10800,6152.049805,206.6374207,0,0,0
